releaseName,bromaReleaseId,dbState,releaseId,trackId,errorMessage,bsonFixed,bromaStatus,hopeless
"Itna Main Chaahoon","44656","delivered","6a49bbc34028dc69f785602e","","","false","NOT_IN_BROMA",""
"Jaaneman Jaaneman","44657","delivered","6a49bc644028dc69f7856031","","","false","NOT_IN_BROMA",""
"Jab Jab Dekhu Tujhe Dil","44654","delivered","6a49bd2a4028dc69f7856034","","","false","NOT_IN_BROMA",""
"Jab Se Tumhein","44653","delivered","6a49bdde4028dc69f7856037","","","false","NOT_IN_BROMA",""
"Ka Dekhela Aise Hans","44652","delivered","6a49c6b24028dc69f7856061","","","false","NOT_IN_BROMA",""
"Bhooli Bisri Ek Kahani","44883","delivered","6a49be574028dc69f785603a","","","false","NOT_IN_BROMA",""
"Jahan Khushi Milati Hai","44880","delivered","6a49be894028dc69f785603d","","","false","NOT_IN_BROMA",""
"Bindiya Chamkegi Chudi Khankegi","44879","delivered","6a49bebb4028dc69f7856040","","","false","NOT_IN_BROMA",""
"Chahe Mera Dil Jaaye","44881","delivered","6a49bf0d4028dc69f7856043","","","false","NOT_IN_BROMA",""
"Janam Janam Jo Sath Nibhaye","44878","processing","6a49bf794028dc69f7856046","","","false","NOT_IN_BROMA",""
"Chale To Kat Hi Jayega Safar","44875","delivered","6a49bf864028dc69f7856049","","","false","NOT_IN_BROMA",""
"Janam Janam Jo Sath","44877","delivered","6a49c0034028dc69f785604c","","","false","NOT_IN_BROMA",""
"Jeeta Tha Jiske Liye","44876","delivered","6a49c0924028dc69f785604f","","","false","NOT_IN_BROMA",""
"Hum To Tujhse Mohabbat","44872","delivered","6a49c37c4028dc69f7856052","","","false","NOT_IN_BROMA",""
"Jeeta Tha Jiske","44871","delivered","6a49c4504028dc69f7856055","","","false","NOT_IN_BROMA",""
"Jina Sirf Mer","44869","cancelled","6a49c4b64028dc69f7856058","","Release deleted by admin","false","NOT_IN_BROMA",""
"Jina Sirf Mere","46783","failed","6a49c52c4028dc69f785605b","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Ka Dekhela Aise Hans Ke","44868","delivered","6a49c62b4028dc69f785605e","","","false","NOT_IN_BROMA",""
"Kab Tak Yaad Karoon Main","44867","delivered","6a49c74e4028dc69f7856064","","","false","NOT_IN_BROMA",""
"Kab Tak Yaad Karoon","44866","delivered","6a49c7ca4028dc69f7856067","","","false","NOT_IN_BROMA",""
"Kab Tak Yaad Karu","46782","failed","6a49c8594028dc69f785606a","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Kah Ke Babu Sona","44863","delivered","6a49c8de4028dc69f785606d","","","false","NOT_IN_BROMA",""
"Kahin Mujhe Pyar Hua Toh","44864","cancelled","6a49c95d4028dc69f7856070","","Release deleted by admin","false","NOT_IN_BROMA",""
"Kahin Mujhe Pyar Hua","44862","delivered","6a49ca4a4028dc69f7856073","","","false","NOT_IN_BROMA",""
"Kahin mujhe pyar","44858","delivered","6a49cab44028dc69f7856076","","","false","NOT_IN_BROMA",""
"Kamar Me Pareshani","44857","processing","6a49cb3a4028dc69f7856079","","","false","NOT_IN_BROMA",""
"Kar Lo Tum Kadar Hamari","44859","processing","6a49cbc34028dc69f785607c","","","false","NOT_IN_BROMA",""
"Kar Lo Tum Kadar","44636","delivered","6a49cc324028dc69f785607f","","","false","NOT_IN_BROMA",""
"Kar Lo Tum","44633","delivered","6a49cc9f4028dc69f7856082","","","false","NOT_IN_BROMA",""
"Kaun Disha Mein Leke Chala","44637","delivered","6a49cd314028dc69f7856085","","","false","NOT_IN_BROMA",""
"Kaun disha mein","44856","delivered","6a49cdcc4028dc69f7856088","","","false","NOT_IN_BROMA",""
"Kaun Hai Jo Sapno Mein","44635","delivered","6a49ce6c4028dc69f785608e","","","false","NOT_IN_BROMA",""
"Khamoshi Hai Ek Baja Hai","44855","delivered","6a49cee14028dc69f7856091","","","false","NOT_IN_BROMA",""
"Khel Wohi Phir Aaj","44838","delivered","6a49cf4d4028dc69f7856094","","","false","NOT_IN_BROMA",""
"Dekha Hai Pehli Baar Sajan","44626","delivered","6a49cf724028dc69f7856097","","","false","NOT_IN_BROMA",""
"Aaj Pehli Baar Dil Ki Baat","44634","delivered","6a49cfd74028dc69f785609a","","","false","NOT_IN_BROMA",""
"Khushboo si hawaon","44629","delivered","6a49d0044028dc69f785609d","","","false","NOT_IN_BROMA",""
"Tere Naam Humne Kiya Hai","44837","delivered","6a49d0714028dc69f78560a0","","","false","NOT_IN_BROMA",""
"Khushi chha jaaye","44630","delivered","6a49d07e4028dc69f78560a3","","","false","NOT_IN_BROMA",""
"Rab Ne Banaya Tujhko","44628","delivered","6a49d0c64028dc69f78560a6","","","false","NOT_IN_BROMA",""
"Khwaabon ka hai","46781","failed","6a49d0ed4028dc69f78560a9","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Mera Mann Dole Mera Tan Dole","46780","failed","6a49d11c4028dc69f78560ac","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Tu Hi Dhoondti Hai Ye Pagal","44632","delivered","6a49d1794028dc69f78560af","","","false","NOT_IN_BROMA",""
"Kisi Aur Ke Naam","46779","failed","6a49d19d4028dc69f78560b2","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Dil Kahe Tu Paas Aa","44620","delivered","6a49d1d14028dc69f78560b5","","","false","NOT_IN_BROMA",""
"Odhni Fisal Rahi Hai","44623","delivered","6a49d21d4028dc69f78560b8","","","false","NOT_IN_BROMA",""
"Zindagi Dene Wale Sun","44627","delivered","6a49d2754028dc69f78560bb","","","false","NOT_IN_BROMA",""
"Chori Chori Dil Tera Churayenge Jo","46778","failed","6a49d2c14028dc69f78560be","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Sath Chhodu Na Tera","44611","failed","6a49d3174028dc69f78560c1","","","true","NOT_IN_BROMA","YES"
"Is Tarah Aashiqi Ka Asar","46777","failed","6a49d3614028dc69f78560c4","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Wo Dil Kahin Se Laoon","46776","failed","6a49d3ad4028dc69f78560c7","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Ankhiyon Ke Jharokhon Se","44612","delivered","6a49d5404028dc69f78560d0","","","false","NOT_IN_BROMA",""
"Aisaa Lagataa Hai","46775","failed","6a49d5584028dc69f78560d3","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Aap Ki Nazron Ne","46774","failed","6a49d5774028dc69f78560d6","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Aankh Churaaye","44606","cancelled","6a49d5864028dc69f78560d9","","","false","NOT_IN_BROMA",""
"A Hawa Mere Sang Sang","44605","failed","6a49d5954028dc69f78560dc","","","true","NOT_IN_BROMA","YES"
"Mohabbat Me Sawarne Lage Hai","44603","failed","6a49d5a64028dc69f78560df","","","true","NOT_IN_BROMA","YES"
"Aakashaima Chil Udyo Dharti Ma Chaya","44604","failed","6a49d5c04028dc69f78560e2","","","true","NOT_IN_BROMA","YES"
"Deurali Ma Batas Chalyo","44602","failed","6a49d5d14028dc69f78560e5","","","true","NOT_IN_BROMA","YES"
"Aaja Ke Intezar Main","44601","delivered","6a49d5f54028dc69f78560e8","","","false","NOT_IN_BROMA",""
"Aane Se Uske Aaye Bahar","44598","failed","6a49d60b4028dc69f78560eb","","","true","NOT_IN_BROMA","YES"
"Ae Hawa Mere Sang","46773","failed","6a49d61a4028dc69f78560ee","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Bindiya Chamkegi Chudi Khankegi","46772","failed","6a49d6204028dc69f78560f1","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Chahe Mera Dil Jaaye","44596","delivered","6a49d6294028dc69f78560f4","","","false","NOT_IN_BROMA",""
"Aisaa Lagataa Hai","46771","failed","6a49d6434028dc69f78560f7","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Saare Larko Ki Kardo Sadi","44593","failed","6a49d6df4028dc69f78560fa","","","true","NOT_IN_BROMA","YES"
"Chale To Kat Hi Jayega","46770","failed","6a49d76e4028dc69f78560fd","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Dur Se Dekha Tujhko","46769","failed","6a49d7b94028dc69f7856100","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Chhupana Bhi Nahi Aata","44592","failed","6a49d7c34028dc69f7856103","","","true","NOT_IN_BROMA","YES"
"Panchhi Banu Udti Phiru","44589","delivered","6a49d7d54028dc69f7856106","","","false","NOT_IN_BROMA",""
"Ye Galiyan Ye Chaubara","46768","failed","6a49d7f54028dc69f7856109","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Tu Mera Hai","44590","delivered","6a49d8194028dc69f785610c","","","false","NOT_IN_BROMA",""
"Chura Liya Hai Tumne Jo Dil Ko","44587","failed","6a49d8354028dc69f785610f","","","true","NOT_IN_BROMA","YES"
"Mukhda Chand Ka Tukda","44586","processing","6a49d83a4028dc69f7856112","","","false","NOT_IN_BROMA",""
"Desh Se Pardesh Bulaye Re","46767","failed","6a49d92e4028dc69f7856115","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Dil Hai Kahi","44584","delivered","6a49d9894028dc69f7856118","","","false","NOT_IN_BROMA",""
"Dil Ka Fasaana ","44583","failed","6a49d9ff4028dc69f785611b","","","true","NOT_IN_BROMA","YES"
"Dil Ke Armaan Aansuon Mein Beh Gaye","46766","failed","6a49db534028dc69f785611e","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Dil Ki Girah Khol Do","44582","delivered","6a49dbb94028dc69f7856121","","","false","NOT_IN_BROMA",""
"Dil Ki Mehfil","44581","delivered","6a49dc484028dc69f7856124","","","false","NOT_IN_BROMA",""
"Dil Wo Chala","46765","failed","6a49dcce4028dc69f7856127","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Dil Ye Chahe","46764","failed","6a49dd574028dc69f785612a","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Dil Ye Pukare","46763","failed","6a49ddd64028dc69f785612d","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Dilber Mere","46762","failed","6a49de374028dc69f7856130","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Disco Dil Mera","44575","delivered","6a49df414028dc69f7856133","","","false","NOT_IN_BROMA",""
"Do Lafzon Ki Hai","44574","delivered","6a49e7f84028dc69f7856136","","","false","NOT_IN_BROMA",""
"Ek Jawani Teri, Ek Jawani Meri","44817","delivered","6a49e8544028dc69f7856139","","","false","NOT_IN_BROMA",""
"Ek Ladki Bheegi Bhagi","44815","delivered","6a49e8b44028dc69f785613c","","","false","NOT_IN_BROMA",""
"Ek Pardasi Mera Dil Le Gaya","44814","delivered","6a49e9154028dc69f785613f","","","false","NOT_IN_BROMA",""
"Ek Pyar Ka Dariya Hai","44807","delivered","6a49e9ab4028dc69f7856142","","","false","NOT_IN_BROMA",""
"Gori Tera Gaon Bada Pyara","44805","delivered","6a49ea104028dc69f7856145","","","false","NOT_IN_BROMA",""
"Kisi Shayar Ka Dil","44806","delivered","6a49eea44028dc69f7856148","","","false","NOT_IN_BROMA",""
"Kisise Tum Pyaar Karo","44803","delivered","6a49ef284028dc69f785614b","","","false","NOT_IN_BROMA",""
"Kitna Pagal Dil Hai","46761","failed","6a49efab4028dc69f785614e","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Kitna Pagal Dil","46760","failed","6a49f0464028dc69f7856151","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Kitna Pyaara Hai","44801","delivered","6a49f0ba4028dc69f7856154","","","false","NOT_IN_BROMA",""
"Pyar Se Meri","44562","delivered","6a49f1624028dc69f7856157","","","false","NOT_IN_BROMA",""
"Gumnaam Hai Koi","46759","failed","6a49f1a24028dc69f785615a","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Haal Kya Hai Dilon Ka","44558","delivered","6a49f2744028dc69f785615d","","","false","NOT_IN_BROMA",""
"Haay Meri Uljhi Nazar","44559","delivered","6a49f2eb4028dc69f7856160","","","false","NOT_IN_BROMA",""
"Har Khushi","44560","delivered","6a49f34a4028dc69f7856163","","","false","NOT_IN_BROMA",""
"Kitna Pyaara Tujhe Rabne","44557","delivered","6a49f38f4028dc69f7856166","","","false","NOT_IN_BROMA",""
"Har Pal Mere Dil Mein Tu","44553","delivered","6a49f3b04028dc69f7856169","","","false","NOT_IN_BROMA",""
"Haye Haye Ye Majbyri","46758","failed","6a49f4044028dc69f785616c","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Kitne Chahat Dil Me","44555","delivered","6a49f4434028dc69f785616f","","","false","NOT_IN_BROMA",""
"Heart Touchi","44556","failed","6a49f4814028dc69f7856172","","","true","NOT_IN_BROMA","YES"
"Honton Pe Bas Tera Naam Hai","44554","delivered","6a49f4e04028dc69f7856175","","","false","NOT_IN_BROMA",""
"Kitne Dino Ke Baad Mile","44549","delivered","6a49f5134028dc69f7856178","","","false","NOT_IN_BROMA",""
"Hum Tere Pyar Mein","44551","failed","6a49f5414028dc69f785617b","","","true","NOT_IN_BROMA","YES"
"Kuch Kuch Hota Hai","44552","delivered","6a49f5854028dc69f785617e","","","false","NOT_IN_BROMA",""
"Kuch Kuch Hota","44547","delivered","6a49f61d4028dc69f7856181","","","false","NOT_IN_BROMA",""
"Human Nature","44541","failed","6a49f6324028dc69f7856184","","","true","NOT_IN_BROMA","YES"
"Hume Aur Jeene Ki Chahat Na Hoti","44542","delivered","6a49f6974028dc69f7856187","","","false","NOT_IN_BROMA",""
"Kya Tum Mujhse Pyar","44545","delivered","6a49f71a4028dc69f785618a","","","false","NOT_IN_BROMA",""
"Kya Tum Mujhse","46757","failed","6a49f7e04028dc69f785618d","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Kyaa Dil Ne Ka","44546","delivered","6a49f8814028dc69f7856190","","","false","NOT_IN_BROMA",""
"Kyaa Dil Ne Kahaa","46756","failed","6a49f9054028dc69f7856193","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Kyon Ki Itna Pyar","46755","failed","6a49f9764028dc69f7856196","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Laal dupatta jhilmil","46754","failed","6a49fdf44028dc69f7856199","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Laal Dupatta","44532","delivered","6a49fe644028dc69f785619c","","","false","NOT_IN_BROMA",""
"Ladki Badi Anjani Hai","44533","failed","6a49fed94028dc69f785619f","","","true","NOT_IN_BROMA","YES"
"Ladki Badi Anjani","46753","failed","6a49ff3d4028dc69f78561a2","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Ladki Deewani","44528","failed","6a49ff974028dc69f78561a5","","","true","NOT_IN_BROMA","YES"
"Lagi Aaj Sawan Ki Phir","46752","failed","6a4a05134028dc69f78561a8","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Lal Dupatta Ud Gaya","44530","failed","6a4a06864028dc69f78561ab","","","true","NOT_IN_BROMA","YES"
"Lal Dupatta Ud","44529","failed","6a4a074b4028dc69f78561ae","","","true","NOT_IN_BROMA","YES"
"Kya Tum Mujhse","44523","failed","6a4a07544028dc69f78561b1","","","true","NOT_IN_BROMA","YES"
"Le Gayi Le Gayi","44522","delivered","6a4a07c54028dc69f78561b4","","","false","NOT_IN_BROMA",""
"Likhne Wale Ne Likh Dale","44524","failed","6a4a08334028dc69f78561b7","","","true","NOT_IN_BROMA","YES"
"Main Kaise Jiyu Meri Jaan","44521","failed","6a4a1a1b4028dc69f78561c2","","","true","NOT_IN_BROMA","YES"
"Main kya baat","44525","failed","6a4a1acf4028dc69f78561c5","","","true","NOT_IN_BROMA","YES"
"Main Nikla Gadi Leke","44519","delivered","6a4a1b5f4028dc69f78561c8","","","false","NOT_IN_BROMA",""
"Humsafar Bano","44520","failed","6a4a1eb84028dc69f78561cb","","","true","NOT_IN_BROMA","YES"
"Ishq Ka Dard","44473","delivered","6a4a1f164028dc69f78561ce","","","false","NOT_IN_BROMA",""
"Jaane Do Jaane Do   Shahenshah","44472","delivered","6a4a1f7f4028dc69f78561d1","","","false","NOT_IN_BROMA",""
"Jaane Kyon Log Mohabbat Kiya Karte Hain","44471","delivered","6a4a20654028dc69f78561d4","","","false","NOT_IN_BROMA",""
"Jab Se Tujhako Jaana","46751","failed","6a4a211b4028dc69f78561dd","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Jadu Nagari Se Aaya Hai Koi Jadugar","44469","delivered","6a4a21794028dc69f78561e0","","","false","NOT_IN_BROMA",""
"Main Tera Her","44468","delivered","6a4a218f4028dc69f78561e3","","","false","NOT_IN_BROMA",""
"Jawani Teri Ke Deewane","44466","delivered","6a4a21cf4028dc69f78561e6","","","false","NOT_IN_BROMA",""
"Main Tujhko Bhaga","44467","delivered","6a4a22374028dc69f78561e9","","","false","NOT_IN_BROMA",""
"Main Tujhko","44463","delivered","6a4a22cb4028dc69f78561ec","","","false","NOT_IN_BROMA",""
"Main Tujhse Aise Milun","44465","delivered","6a4a234f4028dc69f78561ef","","","false","NOT_IN_BROMA",""
"Maine Tujhse Pyar Kiya","44464","delivered","6a4a243d4028dc69f78561f2","","","false","NOT_IN_BROMA",""
"Man Kyoon Behka Re","44462","delivered","6a4a24c24028dc69f78561f5","","","false","NOT_IN_BROMA",""
"Mashroof Hai Dil Kitn","44461","delivered","6a4a25894028dc69f78561f8","","","false","NOT_IN_BROMA",""
"Mashroof Hai Dil Kitna","46750","failed","6a4a262d4028dc69f78561fb","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Mashroof HaiDil","46749","failed","6a4a27494028dc69f7856201","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Mast Jawani Lage Kadak","44451","delivered","6a4a27f04028dc69f7856204","","","false","NOT_IN_BROMA",""
"Mast Jawani Lage","44453","processing","6a4a286b4028dc69f7856207","","","false","NOT_IN_BROMA",""
"Mausam Ki Tarah Tum","46748","failed","6a4a28e84028dc69f785620a","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Mera Dil Hi To Hai","44449","processing","6a4a29624028dc69f785620d","","","false","NOT_IN_BROMA",""
"Aaj Phir Jeene Ki Tamanna Hai","46745","failed","6a4afbc43576ebe4b14b7de4","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Aap Jo Mere Meet Na Hote","46747","failed","6a4afc0f3576ebe4b14b7de7","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Ab Tere Bin Jee Lenge Hum","44446","failed","6a4afc873576ebe4b14b7dea","","","true","NOT_IN_BROMA","YES"
"Ae Hawa Mere Sang","46834","failed","6a4afd053576ebe4b14b7ded","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Ankhein","44441","processing","6a4afdee3576ebe4b14b7df6","","","false","NOT_IN_BROMA",""
"Ankhiyon Ke Jharokhon Se","44443","failed","6a4afe553576ebe4b14b7df9","","","true","NOT_IN_BROMA","YES"
"Aisa Sama Na Hota","44442","processing","6a4afd4a3576ebe4b14b7df0","","","false","NOT_IN_BROMA",""
"Akhiyon Ke Jharokon Se","44440","delivered","6a4afd963576ebe4b14b7df3","","","false","NOT_IN_BROMA",""
"Aur Is Dil Mein Kia Rakha Hai","46746","failed","6a4afec63576ebe4b14b7dfc","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Aye Meri Zohorajabi","44438","failed","6a4aff753576ebe4b14b7dff","","","true","NOT_IN_BROMA","YES"
"Baazigar O Baazigar","44435","failed","6a4affbc3576ebe4b14b7e02","","","true","NOT_IN_BROMA","YES"
"Bade Achhe Lagte Hain","46744","failed","6a4afff63576ebe4b14b7e05","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Mera Kangna","44436","processing","6a4b00a03576ebe4b14b7e0b","","","false","NOT_IN_BROMA",""
"Barsat Ke Mosam Me","44433","delivered","6a4b00633576ebe4b14b7e08","","","false","NOT_IN_BROMA",""
"Mera Yaar Dild","44428","processing","6a4b01173576ebe4b14b7e0e","","","false","NOT_IN_BROMA",""
"Bato Bato Me Akshar Bat","46835","failed","6a4b018d3576ebe4b14b7e11","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Mera Yaar Dildar","44432","delivered","6a4b01903576ebe4b14b7e14","","","false","NOT_IN_BROMA",""
"Chaale To Kaat Hi Jaayega Safar","44430","delivered","6a4b01d33576ebe4b14b7e17","","","false","NOT_IN_BROMA",""
"Mere Dil Ki Hai Aawa","44426","failed","6a4b01fc3576ebe4b14b7e1a","","","true","NOT_IN_BROMA","YES"
"Chalte Chalte Meray Ye Geet","44423","delivered","6a4b02383576ebe4b14b7e1d","","","false","NOT_IN_BROMA",""
"Chalte Chalte Yunhi","44422","delivered","6a4b027d3576ebe4b14b7e20","","","false","NOT_IN_BROMA",""
"Jawani Teri Ke Deewane","44425","delivered","6a4b02a23576ebe4b14b7e23","","","false","NOT_IN_BROMA",""
"Jadu Nagari Se Aaya Hai Koi Jadugar","44424","delivered","6a4b02be3576ebe4b14b7e26","","","false","NOT_IN_BROMA",""
"Jab Pyar Ke Baadal Chhaye Nahin","44427","delivered","6a4b02cc3576ebe4b14b7e29","","","false","NOT_IN_BROMA",""
"Ishq Ka Dard","44421","delivered","6a4b02da3576ebe4b14b7e2c","","","false","NOT_IN_BROMA",""
"Ek Pardasi Mera Dil Le Gaya","44420","failed","6a4b02f73576ebe4b14b7e32","","","true","NOT_IN_BROMA","YES"
"Chale To Kat Hi Jayega","44418","delivered","6a4b03013576ebe4b14b7e35","","","false","NOT_IN_BROMA",""
"Aisaa Lagataa Hai","44419","delivered","6a4b03113576ebe4b14b7e38","","","false","NOT_IN_BROMA",""
"Chahe Mera Dil Jaaye","44416","delivered","6a4b031c3576ebe4b14b7e3b","","","false","NOT_IN_BROMA",""
"Bindiya Chamkegi Chudi Khankegi","44413","failed","6a4b032c3576ebe4b14b7e3e","","","true","NOT_IN_BROMA","YES"
"Chalte Chalte Meray Ye Geet","44409","delivered","6a4b03533576ebe4b14b7e41","","","false","NOT_IN_BROMA",""
"Dil Ye Pukare","46836","failed","6a4b03623576ebe4b14b7e44","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Dil Wo Chala","46837","failed","6a4b036e3576ebe4b14b7e47","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Dil Ki Girah Khol Do","44405","delivered","6a4b037a3576ebe4b14b7e4a","","","false","NOT_IN_BROMA",""
"Dil Ke Armaan Aansuon Mein Beh Gaye","44406","failed","6a4b038e3576ebe4b14b7e4d","","","true","NOT_IN_BROMA","YES"
"Desh Se Pardesh Bulaye Re","44411","delivered","6a4b039b3576ebe4b14b7e50","","","false","NOT_IN_BROMA",""
"Mohabbat Me Sawarne Lage Hai","44407","failed","6a4b03ac3576ebe4b14b7e53","","","true","NOT_IN_BROMA","YES"
"Aane Se Uske Aaye Bahar","","failed","6a4b03b93576ebe4b14b7e56","","Connector validation failed: Track 1: missing ISRC","true","-",""
"Aaja Ke Intezar Main","44402","delivered","6a4b03c83576ebe4b14b7e59","","","false","NOT_IN_BROMA",""
"Aankh Churaaye","46839","failed","6a4b03d63576ebe4b14b7e5c","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Aap Ki Nazron Ne","44401","cancelled","6a4b03e43576ebe4b14b7e5f","","","false","NOT_IN_BROMA",""
"Chand Mera Dil","44403","delivered","6a4b04453576ebe4b14b7e62","","","false","NOT_IN_BROMA",""
"Chehra Mera Tha","44399","delivered","6a4b048c3576ebe4b14b7e65","","","false","NOT_IN_BROMA",""
"Chori Chori Dil Tera Churayenge","44398","delivered","6a4b04c83576ebe4b14b7e68","","","false","NOT_IN_BROMA",""
"Chudi Maja Na Degi Kangan Maja Na Dega","44400","delivered","6a4b05383576ebe4b14b7e6b","","","false","NOT_IN_BROMA",""
"Dikhayi Diye Yun","44397","delivered","6a4b05783576ebe4b14b7e6e","","","false","NOT_IN_BROMA",""
"Dil Ke Armaan Aansuon Mein Beh Gaye","44339","delivered","6a4b060c3576ebe4b14b7e71","","","false","NOT_IN_BROMA",""
"Mere Dil Ki Hai","44340","delivered","6a4b068a3576ebe4b14b7e74","","","false","NOT_IN_BROMA",""
"Diwano Se Pucho Mohabbat Hai Kya","44343","delivered","6a4b06983576ebe4b14b7e77","","","false","NOT_IN_BROMA",""
"Mere Pyar Ko Tum","44336","processing","6a4b08793576ebe4b14b7e80","","","false","NOT_IN_BROMA",""
"Mere Rashke Qamar","44333","delivered","6a4b09023576ebe4b14b7e83","","","false","NOT_IN_BROMA",""
"Mere Rashke","44337","delivered","6a4b09683576ebe4b14b7e86","","","false","NOT_IN_BROMA",""
"Mere Saathi Jeevan Sathi","44334","delivered","6a4b0a643576ebe4b14b7e89","","","false","NOT_IN_BROMA",""
"Mere saathi jeevan","44335","delivered","6a4b0b4b3576ebe4b14b7e8c","","","false","NOT_IN_BROMA",""
"Meri Tarah Tum Bhi","44327","delivered","6a4b0bca3576ebe4b14b7e8f","","","false","NOT_IN_BROMA",""
"Meri Tarah Tum","44329","delivered","6a4b0c493576ebe4b14b7e92","","","false","NOT_IN_BROMA",""
"Meri Zindagi Hai","44331","delivered","6a4b0cce3576ebe4b14b7e95","","","false","NOT_IN_BROMA",""
"Meri Zindagi","44332","delivered","6a4b0d3f3576ebe4b14b7e98","","","false","NOT_IN_BROMA",""
"Mile Abhi Chhori Darbhanga Mein Karhari","44330","delivered","6a4b0daf3576ebe4b14b7e9b","","","false","NOT_IN_BROMA",""
"Mitwa Bhool Na Jana","44328","delivered","6a4b0e213576ebe4b14b7e9e","","","false","NOT_IN_BROMA",""
"Mohabbat Ka Sapna","44325","processing","6a4b0ec83576ebe4b14b7ea1","","","false","NOT_IN_BROMA",""
"Mohabbat Ki Nahi Jati","44326","failed","6a4b0f3a3576ebe4b14b7ea4","","","true","NOT_IN_BROMA","YES"
"Mai Joru Ka Gulam Banke Rahunga","44323","delivered","6a4b10023576ebe4b14b7ea7","","","false","NOT_IN_BROMA",""
"Mohabbat Na Karna","44324","processing","6a4b10c13576ebe4b14b7eaa","","","false","NOT_IN_BROMA",""
"Mujhe Log Kehte Hain","44319","delivered","6a4b11603576ebe4b14b7ead","","","false","NOT_IN_BROMA",""
"Mujhe Pyar Hua Allamiya","44318","delivered","6a4b11c93576ebe4b14b7eb0","","","false","NOT_IN_BROMA",""
"Mujhko Dhadka","44316","processing","6a4b123b3576ebe4b14b7eb3","","","false","NOT_IN_BROMA",""
"Mujhko Dhadkano","44322","delivered","6a4b12aa3576ebe4b14b7eb6","","","false","NOT_IN_BROMA",""
"Mujhse Jo Door Hai","44315","delivered","6a4b131e3576ebe4b14b7eb9","","","false","NOT_IN_BROMA",""
"Munh Mod Le Li","44312","delivered","6a4b13903576ebe4b14b7ebc","","","false","NOT_IN_BROMA",""
"Musafir Jaane Wale","46743","failed","6a4b14353576ebe4b14b7ebf","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Naam Hai Tera","44314","processing","6a4b14b93576ebe4b14b7ec2","","","false","NOT_IN_BROMA",""
"Nachaniya karan di","46742","failed","6a4b154c3576ebe4b14b7ec5","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Nachaniya Karan Dil","44309","processing","6a4b16083576ebe4b14b7ec8","","","false","NOT_IN_BROMA",""
"Nachaniya karan din raat","46741","failed","6a4b16863576ebe4b14b7ecb","","Missing Broma outlet ids","true","NOT_IN_BROMA","YES"
"Nachaniya Karan","44305","delivered","6a4b16fe3576ebe4b14b7ece","","","false","NOT_IN_BROMA",""
