relName,bid,state,releaseId,trackId,error,bsonTag,category,bromaModStatus,bromaStep,inDrafts,inReleases
"Bidesh Jane Mayalu",18296422,failed,6a44df2b63d9e483edd4c7e4,,"",BSON_FIXED,LIVE_ON_BROMA,approved,shipped,approved,ready,false,true
"Birata Ko Chino",18296418,failed,6a44dfb363d9e483edd4c7e7,,"",BSON_FIXED,LIVE_ON_BROMA,approved,shipped,approved,ready,false,true
"Chari Udyo Badal Chuna Lai",18296414,failed,6a44e06363d9e483edd4c7ea,,"",BSON_FIXED,LIVE_ON_BROMA,approved,shipped,approved,ready,false,true
"China",18296410,failed,6a44e11d63d9e483edd4c801,,"",BSON_FIXED,LIVE_ON_BROMA,approved,shipped,approved,ready,false,true
"Musu Musu Hasi Deuna",18296406,failed,6a44f87a161d7aa451fcd492,,"",BSON_FIXED,LIVE_ON_BROMA,approved,shipped,approved,ready,false,true
"Chiya Bari Ma",18296400,failed,6a44e19e63d9e483edd4c804,,"",BSON_FIXED,LIVE_ON_BROMA,approved,shipped,approved,ready,false,true
"Dadaima Mela Lagecha",18296396,failed,6a44e21463d9e483edd4c807,,"",BSON_FIXED,LIVE_ON_BROMA,approved,shipped,approved,ready,false,true
"Deurali Ma Batas Chalyo",18296392,failed,6a44e2a863d9e483edd4c80a,,"",BSON_FIXED,LIVE_ON_BROMA,approved,shipped,approved,ready,false,true
"Deurali Ukali Chadhera",18296388,failed,6a44e30063d9e483edd4c80d,,"",BSON_FIXED,LIVE_ON_BROMA,approved,shipped,approved,ready,false,true
"Muglan Hera Jadai Chu",18296384,failed,6a44f7d5161d7aa451fcd470,,"",BSON_FIXED,LIVE_ON_BROMA,approved,shipped,approved,ready,false,true
"Gairi Khet Ko Sirai Hanyo",18296360,failed,6a44e3db63d9e483edd4c810,,"",BSON_FIXED,LIVE_ON_BROMA,approved,shipped,approved,ready,false,true
"Gajalule Ankhai Chhopne",18296356,failed,6a44edb8161d7aa451fcd42c,,"",BSON_FIXED,LIVE_ON_BROMA,approved,shipped,approved,ready,false,true
"Dillagi Yeh Hai Dillagi",45104,delivered,6a44efa4161d7aa451fcd435,,"",,NOT_IN_BROMA,-,-,false,false
"Manchhe Ko Maya Yeha",18296341,failed,6a44f07c161d7aa451fcd438,,"",BSON_FIXED,LIVE_ON_BROMA,approved,shipped,approved,ready,false,true
"Mayaluko Maya Mitho",18296337,failed,6a44f6e6161d7aa451fcd454,,"",BSON_FIXED,LIVE_ON_BROMA,approved,shipped,approved,ready,false,true
"Zindagi Ki Talash Mein",18296331,failed,6a44f4d1161d7aa451fcd446,,"",BSON_FIXED,LIVE_ON_BROMA,approved,shipped,approved,ready,false,true
"Aisa Lagta Hai Jaise",18296327,failed,6a44f297161d7aa451fcd43b,,"",BSON_FIXED,LIVE_ON_BROMA,approved,shipped,approved,ready,false,true
"Test",42966,cancelled,6a44ebcf161d7aa451fcd420,,"",,NOT_IN_BROMA,-,-,false,false
"Hansta Hua Nurani Chehra",42964,cancelled,6a44cca063d9e483edd4c7c1,,"Release deleted by admin",,NOT_IN_BROMA,-,-,false,false
"Is Dil Ko Badnaam Mat Karo",42963,cancelled,6a44cd0063d9e483edd4c7c9,,"Release deleted by admin",,NOT_IN_BROMA,-,-,false,false
"Banma Kasturi",18296319,failed,6a44cd2d63d9e483edd4c7cc,,"",BSON_FIXED,LIVE_ON_BROMA,approved,shipped,approved,ready,false,true
"Jhume Re Manwa Jhume",42961,cancelled,6a44cd6963d9e483edd4c7cf,,"Release deleted by admin",,NOT_IN_BROMA,-,-,false,false
"Kasme Vaade Pyar Wafa",42960,cancelled,6a44cdd263d9e483edd4c7d2,,"Release deleted by admin",,NOT_IN_BROMA,-,-,false,false
"Basa Sundari",18296315,failed,6a44cde063d9e483edd4c7d5,,"",BSON_FIXED,LIVE_ON_BROMA,approved,shipped,approved,ready,false,true
"Ye Aayine Jo Tumhe Kam Pasand Karte Hai",42957,cancelled,6a44ce3e63d9e483edd4c7d8,,"Release deleted by admin",,NOT_IN_BROMA,-,-,false,false
"Zindagi Ki Talash Mein",42956,cancelled,6a44cea363d9e483edd4c7db,,"Release deleted by admin",,NOT_IN_BROMA,-,-,false,false
"Aayega Maza Ab Barsaat Ka",45087,cancelled,6a44d11b63d9e483edd4c7de,,"Release deleted by admin",,NOT_IN_BROMA,-,-,false,false
"Didi Tera Devar Deewana",42950,delivered,6a44d27863d9e483edd4c7e1,,"",,NOT_IN_BROMA,-,-,false,false
"Ab Hain Neend",18296287,failed,6a44c8d863d9e483edd4c7b2,,"",BSON_FIXED,LIVE_ON_BROMA,approved,shipped,approved,ready,false,true
"Aakashai Ma Chil Udyo Fanana",18296283,failed,6a44ca8c63d9e483edd4c7b5,,"",BSON_FIXED,LIVE_ON_BROMA,approved,shipped,approved,ready,false,true
"Ae Mere Dil Bata Kya Bura",18296279,failed,6a44ca9063d9e483edd4c7b8,,"",BSON_FIXED,LIVE_ON_BROMA,approved,shipped,approved,ready,false,true
"Aakashaima Chil Udyo Dharti Ma Chaya",18296275,failed,6a44cb5863d9e483edd4c7bb,,"",BSON_FIXED,LIVE_ON_BROMA,approved,shipped,approved,ready,false,true
"sdfgdss",42941,cancelled,6a44d69707147aac8e17dc04,,"",,NOT_IN_BROMA,-,-,false,false
"Aba Yo Baato Mero Ho",18296265,failed,6a44cc1763d9e483edd4c7be,,"",BSON_FIXED,LIVE_ON_BROMA,approved,shipped,approved,ready,false,true
"Ab Hain Neend Kise",18296187,failed,6a44c65463d9e483edd4c769,,"",BSON_FIXED,LIVE_ON_BROMA,approved,shipped,approved,ready,false,true
"Forever In Your Eyes",45033,delivered,6a44738e63d9e483edd4c668,,"",,NOT_IN_BROMA,-,-,false,false
"Cold Love Confessions",45032,delivered,6a44762a63d9e483edd4c66b,,"",,NOT_IN_BROMA,-,-,false,false
"A Girl in Everyone",45030,delivered,6a448f0363d9e483edd4c671,,"",,NOT_IN_BROMA,-,-,false,false
"Kaun Disa Me Leke Chala Re Batuhiya",45025,delivered,6a44a2d463d9e483edd4c677,,"",,NOT_IN_BROMA,-,-,false,false
"Aakashai Ma Chil Udyo Fanana",45027,cancelled,6a44a5bb63d9e483edd4c680,,"",,NOT_IN_BROMA,-,-,false,false
"Aaj Pahli Baar",45029,delivered,6a44a6af63d9e483edd4c683,,"",,NOT_IN_BROMA,-,-,false,false
"Aakashaima Chil Udyo Dharti Ma Chaya",42869,cancelled,6a44a93963d9e483edd4c689,,"Release deleted by admin",,NOT_IN_BROMA,-,-,false,false
"Aaj RuswaTari Galiyon",46485,failed,6a44a9b763d9e483edd4c68c,,"Missing Broma outlet ids",,NOT_IN_BROMA,-,-,false,false
"Bidesh Jane Mayalu",42864,cancelled,6a44b12f63d9e483edd4c6e2,,"Release deleted by admin",,NOT_IN_BROMA,-,-,false,false
"Birata Ko Chino",42863,cancelled,6a44b28663d9e483edd4c6e5,,"Release deleted by admin",,NOT_IN_BROMA,-,-,false,false
"Atariya Pe Lotan Kabootar Re",46944,failed,6a44b29c63d9e483edd4c6e8,,"Missing Broma outlet ids",BSON_FIXED,IN_BROMA_DRAFTS,draft,,true,false
"Aapke Pyaar Mein Hum",46945,failed,6a44b2f263d9e483edd4c6eb,,"Missing Broma outlet ids",BSON_FIXED,IN_BROMA_DRAFTS,draft,,true,false
"Leto Ayeho Hame Sapnoki Gaon Mein",46946,failed,6a44b3b963d9e483edd4c6ee,,"Missing Broma outlet ids",BSON_FIXED,IN_BROMA_DRAFTS,draft,,true,false
"Chari Udyo Badal Chuna Lai",42856,cancelled,6a44b42563d9e483edd4c6f1,,"Release deleted by admin",,NOT_IN_BROMA,-,-,false,false
"Aati Hai To Ch",46947,failed,6a44b65863d9e483edd4c6fd,,"Missing Broma outlet ids",BSON_FIXED,IN_BROMA_DRAFTS,draft,,true,false
"Aayega Maza Ab",46948,failed,6a44bbfe63d9e483edd4c70b,,"Missing Broma outlet ids",BSON_FIXED,IN_BROMA_DRAFTS,draft,,true,false
"Aayegi Har Pal Tujhe Meri",46949,failed,6a44be6263d9e483edd4c70e,,"Missing Broma outlet ids",BSON_FIXED,IN_BROMA_DRAFTS,draft,,true,false
"Aayegi Har Pal Tujhe",46950,failed,6a44c14763d9e483edd4c711,,"Missing Broma outlet ids",BSON_FIXED,IN_BROMA_DRAFTS,draft,,true,false
"Aayegi Har Pal",46951,failed,6a44c4bb63d9e483edd4c71b,,"Missing Broma outlet ids",BSON_FIXED,IN_BROMA_DRAFTS,draft,,true,false
"Ek Pardesi Mera Dil Le Gaya",46954,failed,6a44b61f63d9e483edd4c6fa,,"Missing Broma outlet ids",BSON_FIXED,IN_BROMA_DRAFTS,draft,,true,false
"Aap ka aana dil mein",46955,failed,6a44add563d9e483edd4c69b,,"Missing Broma outlet ids",BSON_FIXED,NOT_IN_BROMA,-,-,false,false
"Yeh Reshmi Zulfein",46479,failed,6a44aec163d9e483edd4c69e,,"Missing Broma outlet ids",,NOT_IN_BROMA,-,-,false,false
"Mere Khwabon Mein",45085,delivered,6a44aedc63d9e483edd4c6a1,,"",,NOT_IN_BROMA,-,-,false,false
"Aap Ka Aana Dil",46943,failed,6a44b02a63d9e483edd4c6a7,,"Missing Broma outlet ids",BSON_FIXED,IN_BROMA_DRAFTS,draft,,true,false
"Tere Mathe Ke Kumkum Ko",45086,delivered,6a44b02c63d9e483edd4c6a8,,"",,NOT_IN_BROMA,-,-,false,false
"Yeh Mera Dil Yaar Ka Diwana",42768,delivered,6a43d93a63d9e483edd4c650,,"",,NOT_IN_BROMA,-,-,false,false
"Ya Nabi Sab Karam Hai Tumhara",42767,delivered,6a43e33c63d9e483edd4c653,,"",,NOT_IN_BROMA,-,-,false,false
"Kah Dena Hasnain Se Salam",42750,delivered,6a43e41563d9e483edd4c656,,"",,NOT_IN_BROMA,-,-,false,false
"Duniya Banane",42733,delivered,6a43be5263d9e483edd4c640,,"",,NOT_IN_BROMA,-,-,false,false
"Dil Ki Baat Kahi",42722,delivered,6a43c0ef63d9e483edd4c643,,"",,NOT_IN_BROMA,-,-,false,false
"Sham Hai Dhua Dhua",42711,cancelled,6a43b9b463d9e483edd4c633,,"",,NOT_IN_BROMA,-,-,false,false
"Bassstormer",42700,delivered,6a43b64c63d9e483edd4c630,,"",,NOT_IN_BROMA,-,-,false,false
"Bata De Uski Ek Jhalak Dikha De",42694,delivered,6a43a75763d9e483edd4c610,,"",,NOT_IN_BROMA,-,-,false,false
"Mere Mehboob Se Mila De",42692,delivered,6a43a7f863d9e483edd4c613,,"",,NOT_IN_BROMA,-,-,false,false
"Meri Pahle Ki Girlfriend Ka Pata Batao",42690,delivered,6a43a8a463d9e483edd4c616,,"",,NOT_IN_BROMA,-,-,false,false
"O Mere Kab Aaega India",42688,delivered,6a43a91e63d9e483edd4c619,,"",,NOT_IN_BROMA,-,-,false,false
"Hamein Kya Ho Gaya Hai",42681,cancelled,6a439be663d9e483edd4c608,,"",,NOT_IN_BROMA,-,-,false,false
"Aankhon Mein",42646,delivered,6a434c0563d9e483edd4c5ff,,"",,NOT_IN_BROMA,-,-,false,false
"Release 30 june test 001",42633,cancelled,6a42c80c15104d8963e2400b,,"",,NOT_IN_BROMA,-,-,false,false
"Test Release 29 June 003 C",42610,cancelled,6a42b34c0c2965f77a91d6ac,,"",,NOT_IN_BROMA,-,-,false,false
